Data	AN	Data (sfarsit)	Nume Comp.	Moțiune	INFOs.	CA Team	TEMA	P/I	TIPOLOGIE	NIVEL	LIMBA	Runda	DRAW	Observatii	Lipsa	Link	TAGs (WIP)	TEMA 1	TEMA 2	TEMA 3
19-dec.-2014	2014	21-dec.-2014	PTA 2014 - X	AP ar inlocui examenul de bacalaureat cu examene de admitere, obligatorii pentru fiecare instiutie de invatamant superior.		Laura Dragoi, Catalin Radu Barbu, Denisa Neamtiu si Andrei Marinescu	Educatie	Prepared	Prescriptiv	Incepator	Romana		/					Educatie		
19-dec.-2014	2014	21-dec.-2014	PTA 2014 - X	AP ar interzice animalele de companie.		Laura Dragoi, Catalin Radu Barbu, Denisa Neamtiu si Andrei Marinescu	Libertati, Moralitate	Impromptu	Prescriptiv	Incepator	Romana		/					Libertati	Moralitate	
19-dec.-2014	2014	21-dec.-2014	PTA 2014 - X	AP ar face donarea de sange periodica obligatorie.		Laura Dragoi, Catalin Radu Barbu, Denisa Neamtiu si Andrei Marinescu	Medicina, Moralitate	Impromptu	Prescriptiv	Incepator	Romana		/					Medicina	Moralitate	
19-dec.-2014	2014	21-dec.-2014	PTA 2014 - X	AP ar conditiona apartenenta la cluburi sportive profesioniste de trecerea unor teste de caracter.		Laura Dragoi, Catalin Radu Barbu, Denisa Neamtiu si Andrei Marinescu	Sport	Impromptu	Prescriptiv	Incepator	Romana		/					Sport		
19-dec.-2014	2014	21-dec.-2014	PTA 2014 - X	APCC statul ar trebui sa asigure acces gratuit la internet tuturor cetatenilor.		Laura Dragoi, Catalin Radu Barbu, Denisa Neamtiu si Andrei Marinescu	Stiinta si tehnologie, Politici Sociale	Impromptu	Prescriptiv	Incepator	Romana		/					Stiinta si tehnologie	Politici Sociale	
9-ian.-2015	2015	11-ian.-2015	CDX 2015	AP, ca ateu, au urma traditiile religioase ale majoritatii		Sassu, Marinescu, Linie, Neagu	Religie	Impromptu	Prescriptiv	General	Romana	R1	Runde		Finala			Religie		
9-ian.-2015	2015	11-ian.-2015	CDX 2015	AP ar invinui mai degraba consumatorii decat furnizorii de vicii.		Sassu, Marinescu, Linie, Neagu	Moralitate, Medicina	Prepared	Prescriptiv	General	Romana	R2	Runde					Moralitate	Medicina	
9-ian.-2015	2015	11-ian.-2015	CDX 2015	AP ar interzice showurile de televiziune care glorifica un comportament promiscuu al adolescentilor		Sassu, Marinescu, Linie, Neagu	Arta si Cultura	Impromptu	Prescriptiv	General	Romana	R3	Runde					Arta si Cultura		
9-ian.-2015	2015	11-ian.-2015	CDX 2015	AP ar diviza monopolurile digitale.		Sassu, Marinescu, Linie, Neagu	Stiinta si tehnologie	Prepared	Prescriptiv	General	Romana	R4	Runde					Stiinta si tehnologie		
9-ian.-2015	2015	11-ian.-2015	CDX 2015	AP regreta portretizarea soldatilor ca eroi.		Sassu, Marinescu, Linie, Neagu	Arta si Cultura, Mass/Social Media, Securitate Razboi si Armata	Impromptu	Descriptiv	General	Romana	Sfert	Eliminatorii					Arta si Cultura	Mass/Social Media	Securitate Razboi si Armata
9-ian.-2015	2015	11-ian.-2015	CDX 2015	AP ar interzice admiterea in scoli publice a copiilor nevaccinati.		Sassu, Marinescu, Linie, Neagu	Medicina, Educatie	Impromptu	Prescriptiv	General	Romana	Semi	Eliminatorii					Medicina	Educatie	
1-feb.-2015	2015		WinterMo - MMOIan	AP ar acorda dreptul de a avea copii doar parintilor ce le pot oferi un nivel de viata mediu. #notaboutthemechanism		CA: Bibi Prunea; DCA: Ioana Georgescu, Antonia Sencovici	Familie	Impromptu	Prescriptiv		Romana	R1	Runde					Familie		
1-feb.-2015	2015		WinterMo - MMOIan	AP ar forța băncile sa șteargă în totalitate datoriile de studii ale studenților șomeri.		CA: Bibi Prunea; DCA: Ioana Georgescu, Antonia Sencovici	Economie, Educatie, Politici Sociale	Prepared	Prescriptiv		Romana	R2	Runde					Economie	Educatie	Politici Sociale
1-feb.-2015	2015		WinterMo - MMOIan	APcc Biserica ar trebui sa se implice activ si vizibil in promovarea feminismului.		CA: Bibi Prunea; DCA: Ioana Georgescu, Antonia Sencovici	Feminism, Religie	Impromptu	Prescriptiv		Romana	R3	Runde					Feminism	Religie	
1-mar.-2015	2015		MMO Februarie	AP ar permite parintilor sa isi retraga copiii de la orele de curs despre continutul carora au obiectii de ordin moral, politic sau religios daca acestia le asigura copiilor o forma alternativa de educatie in acel domeniu.		Laura Dragoi&CRB	Educatie	Impromptu	Prescriptiv		Romana		/	NU A FOST DATA AICI?				Educatie		
1-mar.-2015	2015		MMO Februarie	AP crede ca Biserica ar trebui sa sustina activ miscarea feminista.		Laura Dragoi&CRB	Feminism, Religie	Impromptu	Prescriptiv		Romana		/					Feminism	Religie	
1-mar.-2015	2015		MMO Februarie	AP crede ca impozitele mici sunt preferabile serviciilor publice extensive.		Laura Dragoi&CRB	Economie	Impromptu	Descriptiv		Romana		/					Economie		
1-mar.-2015	2015		MMO Februarie	AP, ca persoana instarita, ar alege sa se prezinte intr-un mod modest (imbracaminte, accesorii, alte obiecte) in spatiul public.		Laura Dragoi&CRB	Experienta Umana?	Impromptu	Prescriptiv		Romana		/					Experienta Umana?		
6-mar.-2015	2015	8-mar.-2015	Saint George IX	AP crede că ar fi fost mai bine pentru România dacă ţările membre UE nu şi-ar fi deschis pieţele de muncă pentru cetăţenii români.		CA: Calin Shanu Muresanu & Radu Tiganas; DCA: Moise, Ganea, Stefana Popa	Economie, Dezvoltare	Prepared	Prescriptiv	General	Romana		/					Economie	Dezvoltare	
6-mar.-2015	2015	8-mar.-2015	Saint George IX	AP crede că dreptul la libera exprimare nu include dreptul de a ofensa religii.		CA: Calin Shanu Muresanu & Radu Tiganas; DCA: Moise, Ganea, Stefana Popa	Libertati	Prepared	Descriptiv	General	Romana		/					Libertati		
6-mar.-2015	2015	8-mar.-2015	Saint George IX	AP ar introduce Arabia Saudita ca membru permanent in consiliul de securitate ONU		CA: Calin Shanu Muresanu & Radu Tiganas; DCA: Moise, Ganea, Stefana Popa	Relatii Internationale	Prepared	Prescriptiv	General	Romana	Finala	Eliminatorii					Relatii Internationale		
6-mar.-2015	2015	8-mar.-2015	Saint George IX	AP ar introduce literatura contemporană (Harry Potter, The Hunger Games, etc.) în programa şcolară obligatorie chiar şi în detrimentul literaturii clasice.		CA: Calin Shanu Muresanu & Radu Tiganas; DCA: Moise, Ganea, Stefana Popa	Arta si Cultura	Impromptu	Prescriptiv	General	Romana		/					Arta si Cultura		
6-mar.-2015	2015	8-mar.-2015	Saint George IX	AP ar finanţa campaniile electorale exclusiv din bani publici.		CA: Calin Shanu Muresanu & Radu Tiganas; DCA: Moise, Ganea, Stefana Popa	Politica	Impromptu	Prescriptiv	General	Romana		/					Politica		
6-mar.-2015	2015	8-mar.-2015	Saint George IX	AP ar renunța la oferirea salariului minim pe economie.		CA: Calin Shanu Muresanu & Radu Tiganas; DCA: Moise, Ganea, Stefana Popa	Economie	Impromptu	Prescriptiv	Incepator	Romana	Optimi, Sfert Novici	Eliminatorii					Economie		
13-mar.-2015	2015	15-mar.-2015	Transilvania College Open	TH believes that Romania should not enter the eurozone.		Grig Pop & Colceriu	Economie	Prepared	Prescriptiv	General	Engleza	R2, R4	Runde		ceva			Economie		
13-mar.-2015	2015	15-mar.-2015	Transilvania College Open	THW set a value of fines proportionally to each person's wealth (the bigger the wealth, the higher the fine)		Grig Pop & Colceriu	Justitie, Politici Sociale	Impromptu	Prescriptiv	General	Engleza	Finala	Eliminatorii					Justitie	Politici Sociale	
3-apr.-2015	2015	6-apr.-2015	Cluj Open 2015	AP crede ca Papa Francisc a facut mai mult rau decat bine.		Ioana Stupariu - CA, David Moscovici - CA, Cristina Badea - DCA, Mihai Morar - DCA	Religie	Prepared	Descriptiv	General	Romana	Runde	Runde		Sferturi			Religie		
3-apr.-2015	2015	6-apr.-2015	Cluj Open 2015	AP crede ca Germania ar trebui sa depuna activ eforturi pentru ca Grecia sa iasa din UE.		Ioana Stupariu - CA, David Moscovici - CA, Cristina Badea - DCA, Mihai Morar - DCA	Relatii Internationale	Prepared	Prescriptiv	General	Romana	Runde	Runde					Relatii Internationale		
3-apr.-2015	2015	6-apr.-2015	Cluj Open 2015	AP ar recompensa hackerii care ataca grupari teroriste.		Ioana Stupariu - CA, David Moscovici - CA, Cristina Badea - DCA, Mihai Morar - DCA	Justitie, Terorism, Stiinta si tehnologie	Prepared	Prescriptiv	General	Romana	Finala	Eliminatorii					Justitie	Terorism	Stiinta si tehnologie
3-apr.-2015	2015	6-apr.-2015	Cluj Open 2015	AP ar condamna moral decizia oamenilor de a face copii atunci cand aveau posibilitatea de a adopta.		Ioana Stupariu - CA, David Moscovici - CA, Cristina Badea - DCA, Mihai Morar - DCA	Moralitate, Familie	Impromptu	Prescriptiv	General	Romana	Semi	Eliminatorii					Moralitate	Familie	
26-apr.-2015	2015		MMO Mixat Aprilie	AP crede că protecția mediului nu ar trebui să împiedice dezvoltarea economică a țărilor în curs de dezvoltare		Moise Theodor si Andrei Marinescu.	Dezvoltare, Mediu	Prepared	Prescriptiv		Romana	R2, R4	Runde					Dezvoltare	Mediu	
26-apr.-2015	2015		MMO Mixat Aprilie	AP nu ar condamna persoanele aflate sub limita saraciei pentru furt.		Moise Theodor si Andrei Marinescu.	Justitie, Politici Sociale	Impromptu	Prescriptiv		Romana		/					Justitie	Politici Sociale	
26-apr.-2015	2015		MMO Mixat Aprilie	AP crede ca Romania ar trebui sa isi privatizeze sistemul de sanatate.		Moise Theodor si Andrei Marinescu.	Medicina, Afaceri	Impromptu	Prescriptiv		Romana		/					Medicina	Afaceri	
1-mai-2015	2015	3-mai-2015	Premiership	Presupunand ca salariile profesorilor ar garanta un trai decent, AP ar interzice profesorilor titulari sa intreprinda orice fel de mediatii private		Serban Pitic, Mihai Oprea, Marius Petcu	Educatie, Afaceri	Impromptu	Prescriptiv	General	Romana	R1	Runde					Educatie	Afaceri	
1-mai-2015	2015	3-mai-2015	Premiership	AP regreta decizia Romaniei de a milita activ pentru intrarea Turciei in UE		Serban Pitic, Mihai Oprea, Marius Petcu	Relatii Internationale, Politica	Prepared	Descriptiv	General	Romana	R2, Finala	General					Relatii Internationale	Politica	
1-mai-2015	2015	3-mai-2015	Premiership	AP crede că statul ar trebui să ofere un stimulent financiar lunar persoanelor majore, ce au un venit sub media națională dacă nu dau naștere unui copil până la vârsta de 30 de ani.		Serban Pitic, Mihai Oprea, Marius Petcu	Familie, Politici Sociale	Impromptu	Prescriptiv	General	Romana	R3	Runde					Familie	Politici Sociale	
1-mai-2015	2015	3-mai-2015	Premiership	AP ar permite distribuția liberă fără consimțământul creatorului, de către persoane fizice, a oricăror materiale culturale și de divertisment pe internet.		Serban Pitic, Mihai Oprea, Marius Petcu	Arta si Cultura, Mass/Social Media, Stiinta si tehnologie	Impromptu	Prescriptiv	General	Romana	R4	Runde					Arta si Cultura	Mass/Social Media	Stiinta si tehnologie
1-mai-2015	2015	3-mai-2015	Premiership	AP ar interzice tuturor serviciilor online conditionarea utilizarii respectivului serviciu de accordul clientului ca datele sale de utilizator sa fie folosite in scopuri comerciale.		Serban Pitic, Mihai Oprea, Marius Petcu	Stiinta si tehnologie	Impromptu	Prescriptiv	General	Romana	Sfert	Eliminatorii					Stiinta si tehnologie		
1-mai-2015	2015	3-mai-2015	Premiership	AP ar interzice scolilor sa impuna orice forma de cod estetic elevilor.		Serban Pitic, Mihai Oprea, Marius Petcu	Educatie	Impromptu	Prescriptiv	Incepator	Romana	Semi Novici	Eliminatorii					Educatie		
1-mai-2015	2015	3-mai-2015	Premiership	AP ar impune companiilor vestice care deschid sucursale sau patroneaza firme subsidiare in tari in curs de dezvoltare sa aplice aceleasi standarde de mediu, munca si protectia consumatorului precum in tara de origine.		Serban Pitic, Mihai Oprea, Marius Petcu	Mediu, Afaceri, Dezvoltare	Impromptu	Prescriptiv	General	Romana	Semi	Eliminatorii					Mediu	Afaceri	Dezvoltare
1-mai-2015	2015	3-mai-2015	Premiership	Presupunand ca exista o potiune ce elimina posibilitatea de a te indragosti, pentru tot restul vietii. Ca o persoana ce tocmai a implinit 18 ani, AP ar bea potiunea.		Serban Pitic, Mihai Oprea, Marius Petcu	Experienta Umana?, LOL	Impromptu	Prescriptiv	Incepator	Romana	Finala Novici	Eliminatorii					Experienta Umana?	LOL	
15-mai-2015	2015	17-mai-2015	Pache Open 2015	Daca combatantii majori si in deplinatatea facultatilor mintale sunt deaccord cu faptul ca unul isi va pierde viata la sfarsitul luptei, AP ar legaliza duelurile de onoare.		CA - Andrei Petre-Melinte & Teodor Șovăiala; DCA - Adma Panait & Lorant Koszegi	Justitie, LOL	Impromptu	Prescriptiv	General	Romana	R1	Runde					Justitie	LOL	
15-mai-2015	2015	17-mai-2015	Pache Open 2015	AP ar permite numai prescriptiile de substanta activa din medicamente		CA - Andrei Petre-Melinte & Teodor Șovăiala; DCA - Adma Panait & Lorant Koszegi	Medicina	Impromptu	Prescriptiv	General	Romana	R2, Finala	General					Medicina		
15-mai-2015	2015	17-mai-2015	Pache Open 2015	AP ar permite vigilantismul		CA - Andrei Petre-Melinte & Teodor Șovăiala; DCA - Adma Panait & Lorant Koszegi	Justitie	Impromptu	Prescriptiv	General	Romana	R3	Runde					Justitie		
15-mai-2015	2015	17-mai-2015	Pache Open 2015	AP ar impune o limita de ore de munca.		CA - Andrei Petre-Melinte & Teodor Șovăiala; DCA - Adma Panait & Lorant Koszegi	Economie, Afaceri	Impromptu	Prescriptiv	General	Romana	R4	Runde					Economie	Afaceri	
15-mai-2015	2015	17-mai-2015	Pache Open 2015	SFERT FUTURIST: AP ar permite statului și nu companiilor private, sa decidă cum va reacționa mașina.	1. În contextul în care exista maşini care se conduc singure (maşini care nu au nevoie de un şofer uman), în contextul în care oamenii nu mai au nevoie să conducă, în contextul în care pe un drum îngust, pe marginea unei prăpăstii, două maşini urmează să se ciocnească inevitabil, maşinile sunt programate să aibă doar două răspunsuri: a) împing cealaltă maşină în prăpastie; b) se aruncă ele în prăpastie;	CA - Andrei Petre-Melinte & Teodor Șovăiala; DCA - Adma Panait & Lorant Koszegi	Stiinta si tehnologie	Impromptu	Prescriptiv	General	Romana	Sfert	Eliminatorii					Stiinta si tehnologie		
15-mai-2015	2015	17-mai-2015	Pache Open 2015	SFERT FUTURIST: 2. AP ar legaliza transferul de conștiință umană în corpuri robotice		CA - Andrei Petre-Melinte & Teodor Șovăiala; DCA - Adma Panait & Lorant Koszegi	Stiinta si tehnologie, Moralitate	Impromptu	Prescriptiv	General	Romana	Sfert	Eliminatorii					Stiinta si tehnologie	Moralitate	
15-mai-2015	2015	17-mai-2015	Pache Open 2015	SFERT FUTURIST: 3. AP ar legaliza alegerea sexului copiilor de catre părinți		CA - Andrei Petre-Melinte & Teodor Șovăiala; DCA - Adma Panait & Lorant Koszegi	Stiinta si tehnologie, Familie	Impromptu	Prescriptiv	General	Romana	Sfert	Eliminatorii					Stiinta si tehnologie	Familie	
15-mai-2015	2015	17-mai-2015	Pache Open 2015	International Semis: 1. Ca un copil din Țările Arabe al cărui familie fără legatură cu vreo grupare teroristă, a fost omorată în atacuri de către drone, AP s-ar înrola în ISIS sau AL-Queda		CA - Andrei Petre-Melinte & Teodor Șovăiala; DCA - Adma Panait & Lorant Koszegi	Terorism, Securitate Razboi si Armata	Impromptu	Prescriptiv	General	Romana	Semi	Eliminatorii					Terorism	Securitate Razboi si Armata	
15-mai-2015	2015	17-mai-2015	Pache Open 2015	International Semis: 2. AP nu crede în dreptul internațional		CA - Andrei Petre-Melinte & Teodor Șovăiala; DCA - Adma Panait & Lorant Koszegi	Justitie, Relatii Internationale	Impromptu	Descriptiv	General	Romana	Semi	Eliminatorii					Justitie	Relatii Internationale	
15-mai-2015	2015	17-mai-2015	Pache Open 2015	International Semis: 3. AP crede că SUA ar trebui să plătească reparații Cubei pentru embargoul impus începând cu 1960		CA - Andrei Petre-Melinte & Teodor Șovăiala; DCA - Adma Panait & Lorant Koszegi	Relatii Internationale	Impromptu	Prescriptiv	General	Romana	Semi	Eliminatorii					Relatii Internationale		
15-mai-2015	2015	17-mai-2015	Pache Open 2015	Ca un debater Român ce nu va mai putea face parte din comunitate după ce termină facultatea, AP ar prioritiza puternic (80-20%) antrenarea noii generații față de dezvoltarea sa individuală		CA - Andrei Petre-Melinte & Teodor Șovăiala; DCA - Adma Panait & Lorant Koszegi	LOL	Impromptu	Prescriptiv	General	Romana	Finala	Eliminatorii					LOL		
25-iul.-2015	2015		Regionala Muntenia	AP ar castra chimic violatorii.		CA: Dexter & Laura	Justitie	Impromptu	Prescriptiv	General	Romana	R1	Runde					Justitie		
25-iul.-2015	2015		Regionala Muntenia	AP ar privatiza învățământul superior în România.		CA: Dexter & Laura	Educatie, Afaceri	Prepared	Prescriptiv	General	Romana	R2	Runde					Educatie	Afaceri	
25-iul.-2015	2015		Regionala Muntenia	AP ar interzice liderilor religiosi sa isi exprime sustinerea fata de anumiti politicieni sau grupari politice.		CA: Dexter & Laura	Religie, Politica	Impromptu	Prescriptiv	General	Romana	R3	Runde					Religie	Politica	
25-iul.-2015	2015		Regionala Muntenia	AP ar oferi avantaje fiscale companiilor care adoptă modelul de inovație deschisă introdus de Tesla Motors.		CA: Dexter & Laura	Stiinta si tehnologie, Afaceri	Prepared	Prescriptiv	General	Romana	R4	Runde					Stiinta si tehnologie	Afaceri	
11-aug.-2015	2015	15-aug.-2015	Campina Impromptu Open	TH regrets the rise of pop culture authorities on what constitues good sex (how-tos, Cosmo Magazine, etc.)		Moro, Badea, Olaru	Arta si Cultura, Mass/Social Media	Impromptu	Descriptiv	General	Engleza	R1	Runde					Arta si Cultura	Mass/Social Media	
11-aug.-2015	2015	15-aug.-2015	Campina Impromptu Open	TH supports child labor in underdeveloped countries.		Moro, Badea, Olaru	Dezvoltare, Libertati	Impromptu	Descriptiv	General	Engleza	R2	Runde					Dezvoltare	Libertati	
11-aug.-2015	2015	15-aug.-2015	Campina Impromptu Open	THW shut down all state owned media (BBC, TVR, etc).		Moro, Badea, Olaru	Mass/Social Media, Arta si Cultura	Impromptu	Prescriptiv	General	Engleza	R3	Runde					Mass/Social Media	Arta si Cultura	
11-aug.-2015	2015	15-aug.-2015	Campina Impromptu Open	THBT school books should not be protected by copyright laws.		Moro, Badea, Olaru	Arta si Cultura	Impromptu	Prescriptiv	General	Engleza	R4	Runde					Arta si Cultura		
11-aug.-2015	2015	15-aug.-2015	Campina Impromptu Open	THW reject the installation of non-medical information technology (such as enhanced memory, enhanced perception and distance communication) within the human body.		Moro, Badea, Olaru	Medicina, Moralitate, Experienta Umana?	Impromptu	Prescriptiv	General	Engleza	R5	Runde					Medicina	Moralitate	Experienta Umana?
11-aug.-2015	2015	15-aug.-2015	Campina Impromptu Open	TH regrets the rise of online dating websites and apps.		Moro, Badea, Olaru	Stiinta si tehnologie, Experienta Umana?	Impromptu	Descriptiv	General	Engleza	R6	Runde					Stiinta si tehnologie	Experienta Umana?	
11-aug.-2015	2015	15-aug.-2015	Campina Impromptu Open	THBT the usage of cultural symbols (Burqa, Niqab, Bindi, cornrows, etc.) in regular fashion is imoral.		Moro, Badea, Olaru	Arta si Cultura, Moralitate	Impromptu	Descriptiv	General	Engleza	Sfert	Eliminatorii					Arta si Cultura	Moralitate	
11-aug.-2015	2015	15-aug.-2015	Campina Impromptu Open	THBT national war memorials should commemorate the casualties on all sides of the conflict.		Moro, Badea, Olaru	Securitate Razboi si Armata	Impromptu	Prescriptiv	General	Engleza	Semi	Eliminatorii					Securitate Razboi si Armata		
11-aug.-2015	2015	15-aug.-2015	Campina Impromptu Open	THW immediately evacuate all relics of cultural or historical importance currently located in unstable countries to stable western nations.		Moro, Badea, Olaru	Arta si Cultura, Securitate Razboi si Armata	Impromptu	Prescriptiv	General	Engleza	Finala	Eliminatorii					Arta si Cultura	Securitate Razboi si Armata	
25-aug.-2015	2015	31-aug.-2015	FNDA 2015 - ACDV	AP ar oferi avantaje fiscale companiilor care adoptă modelul de inovație deschisă introdus de Tesla Motors.		Ca: Ioana Stupariu, Radu Cotarcea, Buta; DCA: Patricia Boit, Cezar Manea, Nae, Horia Radulescu, Morar, Laura	Stiinta si tehnologie, Afaceri	Prepared	Prescriptiv	General	Romana	R1, R5	Runde		SEMI?			Stiinta si tehnologie	Afaceri	
25-aug.-2015	2015	31-aug.-2015	FNDA 2015 - ACDV	AP ar cenzura menționarea identității religioase a atacatorilor în raportarea în presă în ceea ce privește terorismul.		Ca: Ioana Stupariu, Radu Cotarcea, Buta; DCA: Patricia Boit, Cezar Manea, Nae, Horia Radulescu, Morar, Laura	Terorism, Mass/Social Media	Impromptu	Prescriptiv	General	Romana	R2	Runde					Terorism	Mass/Social Media	
25-aug.-2015	2015	31-aug.-2015	FNDA 2015 - ACDV	AP ar condiționa bugetul armatei de posibilitatea exploatării ei într-un mod profitabil		Ca: Ioana Stupariu, Radu Cotarcea, Buta; DCA: Patricia Boit, Cezar Manea, Nae, Horia Radulescu, Morar, Laura	Securitate Razboi si Armata, Economie, Afaceri	Prepared	Prescriptiv	General	Romana	R3, R7	Runde					Securitate Razboi si Armata	Economie	Afaceri
25-aug.-2015	2015	31-aug.-2015	FNDA 2015 - ACDV	AP, ca femeie, ar milita impotriva folosirii machiajului.		Ca: Ioana Stupariu, Radu Cotarcea, Buta; DCA: Patricia Boit, Cezar Manea, Nae, Horia Radulescu, Morar, Laura	Feminism	Impromptu	Prescriptiv	General	Romana	R4	Runde					Feminism		
25-aug.-2015	2015	31-aug.-2015	FNDA 2015 - ACDV	AP ar impune studenților care au studiat în universitățile publice dintr-un anumit stat să lucreze în acel stat pentru un număr de ani din momentul absolvirii.		Ca: Ioana Stupariu, Radu Cotarcea, Buta; DCA: Patricia Boit, Cezar Manea, Nae, Horia Radulescu, Morar, Laura	Educatie, Afaceri	Impromptu	Prescriptiv	General	Romana	R6	Runde					Educatie	Afaceri	
25-aug.-2015	2015	31-aug.-2015	FNDA 2015 - ACDV	AP ar permite victimelor să acorde amnistie persoanelor care au comis infracțiuni împotriva lor.		Ca: Ioana Stupariu, Radu Cotarcea, Buta; DCA: Patricia Boit, Cezar Manea, Nae, Horia Radulescu, Morar, Laura	Justitie	Impromptu	Prescriptiv	General	Romana	R8	Runde					Justitie		
25-aug.-2015	2015	31-aug.-2015	FNDA 2015 - ACDV	AP ar forta toate companiile sa-si testeze angajatii in mod regulat pentru depistarea consumului substantelor narcotice si le-ar forta sa raporteze rezultatele Ministerului Sanatatii,		Ca: Ioana Stupariu, Radu Cotarcea, Buta; DCA: Patricia Boit, Cezar Manea, Nae, Horia Radulescu, Morar, Laura	Justitie, Afaceri	Impromptu	Prescriptiv	General	Romana	Optimi	Eliminatorii					Justitie	Afaceri	
25-aug.-2015	2015	31-aug.-2015	FNDA 2015 - ACDV	AP crede ca este moral ca femeile sa minta cu privire la viata personala intr un interviu de angajare.		Ca: Ioana Stupariu, Radu Cotarcea, Buta; DCA: Patricia Boit, Cezar Manea, Nae, Horia Radulescu, Morar, Laura	Feminism, Afaceri	Impromptu	Descriptiv	General	Romana	Sfert	Eliminatorii					Feminism	Afaceri	
25-aug.-2015	2015	31-aug.-2015	FNDA 2015 - ACDV	AP ar suprataxa filmele hollywoodiene care nu trec testul Bechdel.	Testul Bechdel măsoară reprezentarea femeii în filme și alte forme de ficțiune. Testul verifică dacă o lucrare include cel puțin două femei care vorbesc una cu alta despre alt subiect decât un bărbat. Uneori se adaugă o cerință adițională ca cele două femei să fie numite în lucrare.	Ca: Ioana Stupariu, Radu Cotarcea, Buta; DCA: Patricia Boit, Cezar Manea, Nae, Horia Radulescu, Morar, Laura	Arta si Cultura, Afaceri, Politici Sociale	Impromptu	Prescriptiv	General	Romana	Semi	Eliminatorii					Arta si Cultura	Afaceri	Politici Sociale
25-aug.-2015	2015	31-aug.-2015	FNDA 2015 - ACDV	AP ar impune o cota maxima de cheltuieli administrative ONG-urilor.		Ca: Ioana Stupariu, Radu Cotarcea, Buta; DCA: Patricia Boit, Cezar Manea, Nae, Horia Radulescu, Morar, Laura	Economie, Politici Sociale, Afaceri	Prepared	Prescriptiv	General	Romana	Finala	Eliminatorii					Economie	Politici Sociale	Afaceri
4-sept.-2015	2015	8-sept.-2015	Argo Open 2015	TH regrets the rise of peer-to-peer economy (e.g. companies like Uber, Airbnb, TaskRabbit and others).		CA: Branislav Fečko CAP: Carmen Belafi, Scott Ralston, Kaspar Kelder and Serban Pitic	Economie, Stiinta si tehnologie	Prepared	Descriptiv	General	Engleza	R2	Runde		R1, R3, R5			Economie	Stiinta si tehnologie	
4-sept.-2015	2015	8-sept.-2015	Argo Open 2015	TH would assess students on individual academic development instead of standardised examination results.		CA: Branislav Fečko CAP: Carmen Belafi, Scott Ralston, Kaspar Kelder and Serban Pitic	Educatie	Prepared	Prescriptiv	General	Engleza	R4	Runde					Educatie		
4-sept.-2015	2015	8-sept.-2015	Argo Open 2015	THW allow the state to monitor all personal electronic communication of its citizens.		CA: Branislav Fečko CAP: Carmen Belafi, Scott Ralston, Kaspar Kelder and Serban Pitic	Securitate Razboi si Armata, Stiinta si tehnologie, Justitie	Prepared	Prescriptiv	General	Engleza	R6	Runde					Securitate Razboi si Armata	Stiinta si tehnologie	Justitie
4-sept.-2015	2015	8-sept.-2015	Argo Open 2015	THW support the abolition of Article 9 of the Japanese constitution.		CA: Branislav Fečko CAP: Carmen Belafi, Scott Ralston, Kaspar Kelder and Serban Pitic		Prepared	Descriptiv	General	Engleza	Finala	Eliminatorii							
4-sept.-2015	2015	8-sept.-2015	Argo Open 2015	THW ban lobby unions.		CA: Branislav Fečko CAP: Carmen Belafi, Scott Ralston, Kaspar Kelder and Serban Pitic	Afaceri, Politici Sociale	Impromptu	Prescriptiv	General	Engleza	Optimi Partiale	Eliminatorii					Afaceri	Politici Sociale	
4-sept.-2015	2015	8-sept.-2015	Argo Open 2015	THBT formerly occupied countries should not form their identities based on their struggle against their opressors.		CA: Branislav Fečko CAP: Carmen Belafi, Scott Ralston, Kaspar Kelder and Serban Pitic	Politica, Arta si Cultura, Trenduri Sociale	Impromptu	Prescriptiv	General	Engleza	Sfert	Eliminatorii					Politica	Arta si Cultura	Trenduri Sociale
4-sept.-2015	2015	8-sept.-2015	Argo Open 2015	THBT the decriminalization of prostitution and its solicitation is the most effective policy to protect the rights of sex workers.		CA: Branislav Fečko CAP: Carmen Belafi, Scott Ralston, Kaspar Kelder and Serban Pitic	Libertati, Justitie, Afaceri	Impromptu	Descriptiv	General	Engleza	Semi	Eliminatorii					Libertati	Justitie	Afaceri
4-sept.-2015	2015	6-sept.-2015	Dezbatem Romania	AP crede ca Facebook ar trebui sa manipuleze newsfeed-ul astfel incat sa promoveze material cu continut progresiv.		Anda Prunea & Dragoș Sassu	Mass/Social Media, Libertati	Impromptu	Prescriptiv	Incepator	Romana	R1	Runde					Mass/Social Media	Libertati	
4-sept.-2015	2015	6-sept.-2015	Dezbatem Romania	AP crede ca directorii companiilor strategice (Transelectrica, Romgaz, CFR) ar trebui alesi prin vot popular.		Anda Prunea & Dragoș Sassu	Afaceri, Politica	Prepared	Prescriptiv	Incepator	Romana	R2, Semi	General					Afaceri	Politica	
4-sept.-2015	2015	6-sept.-2015	Dezbatem Romania	AP crede ca, pe timp de razboi, cetatenii mobilizati ar trebui alesi complet aleatoriu.		Anda Prunea & Dragoș Sassu	Securitate Razboi si Armata	Impromptu	Prescriptiv	Incepator	Romana	R3	Runde					Securitate Razboi si Armata		
